po_number,order_date,part_number,part_family,complexity,supplier_id,quantity_ordered,total_value,nominal_lead_time,actual_lead_time,on_time_to_commit,external_factors,critical_part
PO_000951,2024-07-08,CONS_0689,Consumables,Low,SUP_CONS_002,1520,56456.69,10,10,False,None,False
PO_000952,2023-04-22,LIGH_0401,Lights,Low,SUP_LIGHT_001,1,124.75,15,51,True,"Tariff_Impact,Semiconductor_Shortage",False
PO_000953,2024-02-11,CONS_0632,Consumables,High,SUP_CONS_001,776,60538.96,20,41,True,"Chinese_New_Year,Tariff_Impact",False
PO_000954,2023-08-02,LIGH_0403,Lights,High,SUP_LIGHT_003,14,5382.6,76,134,False,Semiconductor_Shortage,False
PO_000955,2024-04-10,SHEE_0097,Sheet_Metal,Low,SUP_SHEET_003,2,175.24,18,24,False,Tariff_Impact,False
PO_000956,2024-03-28,ASSE_0484,Assembled_Kits,Medium,SUP_ASSY_001,16,61875.06,108,109,True,None,False
PO_000957,2024-10-25,ASSE_0451,Assembled_Kits,Low,SUP_ASSY_001,42,20760.14,68,84,True,None,False
PO_000958,2024-01-22,CONS_0563,Consumables,Low,SUP_CONS_001,144,7172.45,4,10,False,"Chinese_New_Year,Tariff_Impact",False
PO_000959,2024-11-20,MACH_0035,Machined_Parts,High,SUP_MACH_004,9,3061.17,46,36,True,None,False
PO_000960,2022-02-28,ELEC_0168,Electronics_Components,Low,SUP_ELEC_002,17,1035.14,35,62,False,Chinese_New_Year,False
PO_000961,2023-02-06,LIGH_0437,Lights,Medium,SUP_LIGHT_001,1,219.34,49,90,True,Semiconductor_Shortage,False
PO_000962,2023-02-13,MACH_0029,Machined_Parts,Low,SUP_MACH_003,38,10212.32,27,32,False,Tariff_Impact,False
PO_000963,2022-10-03,CONS_0684,Consumables,Low,SUP_CONS_002,373,13263.79,9,19,True,Semiconductor_Shortage,True
PO_000964,2022-12-07,MACH_0011,Machined_Parts,High,SUP_MACH_001,44,27526.78,53,109,True,Semiconductor_Shortage,False
PO_000965,2024-03-12,MACH_0047,Machined_Parts,High,SUP_MACH_004,2,702.33,38,49,False,Tariff_Impact,False
PO_000966,2023-04-14,FORG_0382,Forgings,High,SUP_FORG_002,9,5677.56,114,115,False,None,False
PO_000967,2022-01-28,CONS_0591,Consumables,High,SUP_CONS_004,3776,285846.35,12,34,True,"Chinese_New_Year,Semiconductor_Shortage",False
PO_000968,2024-02-13,ASSE_0454,Assembled_Kits,Medium,SUP_ASSY_001,82,394861.38,86,84,True,None,False
PO_000969,2022-07-28,ASSE_0453,Assembled_Kits,High,SUP_ASSY_002,16,40057.95,206,303,True,Semiconductor_Shortage,False
PO_000970,2024-03-03,ASSE_0482,Assembled_Kits,Low,SUP_ASSY_002,34,101717.76,109,149,False,Tariff_Impact,False
PO_000971,2023-06-20,ELEC_0223,Electronics_Components,Low,SUP_ELEC_004,149,2173.64,51,89,True,Semiconductor_Shortage,False
PO_000972,2024-11-09,SHEE_0082,Sheet_Metal,Medium,SUP_SHEET_002,14,1372.34,18,16,True,None,True
PO_000973,2022-04-08,CONS_0618,Consumables,Low,SUP_CONS_001,1485,52236.94,7,13,True,Semiconductor_Shortage,False
PO_000974,2023-08-08,CONS_0653,Consumables,Medium,SUP_CONS_002,755,52150.75,9,6,False,None,True
PO_000975,2022-08-16,CONS_0675,Consumables,Low,SUP_CONS_002,731,36328.78,13,27,True,Semiconductor_Shortage,False
PO_000976,2023-02-22,ELEC_0237,Electronics_Components,High,SUP_ELEC_003,17,739.44,53,105,False,"Chinese_New_Year,Tariff_Impact",True
PO_000977,2023-06-06,ELEC_0179,Electronics_Components,High,SUP_ELEC_004,38,1100.13,75,60,False,None,False
PO_000978,2023-11-22,ASSE_0485,Assembled_Kits,Low,SUP_ASSY_001,75,72531.84,97,255,False,"Tariff_Impact,Semiconductor_Shortage",False
PO_000979,2024-07-07,SHEE_0076,Sheet_Metal,Low,SUP_SHEET_001,42,3248.43,8,6,True,None,False
PO_000980,2023-11-27,ELEC_0178,Electronics_Components,Low,SUP_ELEC_002,74,2672.05,46,39,False,None,False
PO_000981,2023-01-22,CONS_0685,Consumables,High,SUP_CONS_003,778,40399.08,23,64,True,"Chinese_New_Year,Semiconductor_Shortage",False
PO_000982,2023-06-29,LIGH_0401,Lights,Low,SUP_LIGHT_001,2,245.51,15,13,True,None,False
PO_000983,2024-11-09,CONS_0586,Consumables,Low,SUP_CONS_004,1491,38599.19,3,4,False,Weather_Disruption,True
PO_000984,2024-01-23,FORG_0364,Forgings,Medium,SUP_FORG_002,80,61706.18,84,125,True,Chinese_New_Year,True
PO_000985,2024-10-01,SHEE_0096,Sheet_Metal,Medium,SUP_SHEET_003,9,1853.23,19,15,False,None,True
PO_000986,2023-11-05,ELEC_0207,Electronics_Components,Medium,SUP_ELEC_005,148,20646.82,37,82,True,"Tariff_Impact,Semiconductor_Shortage",False
PO_000987,2024-06-15,CONS_0659,Consumables,Medium,SUP_CONS_004,388,23297.08,6,5,False,None,False
PO_000988,2024-06-23,ELEC_0234,Electronics_Components,High,SUP_ELEC_004,150,4681.11,76,86,True,None,False
PO_000989,2024-05-09,SHEE_0054,Sheet_Metal,High,SUP_SHEET_002,1,344.17,38,55,True,Tariff_Impact,False
PO_000990,2024-05-20,ELEC_0139,Electronics_Components,High,SUP_ELEC_003,79,6004.9,80,103,True,Tariff_Impact,False
PO_000991,2024-01-06,ASSE_0491,Assembled_Kits,Low,SUP_ASSY_002,40,128479.96,99,105,True,None,False
PO_000992,2024-10-24,CABL_0283,Cables,High,SUP_CABLE_001,1,135.2,31,38,True,None,False
PO_000993,2023-12-07,CONS_0537,Consumables,Medium,SUP_CONS_001,3770,54836.2,7,7,False,None,False
PO_000994,2022-05-16,ASSE_0472,Assembled_Kits,Low,SUP_ASSY_002,34,74768.62,65,143,False,Semiconductor_Shortage,False
PO_000995,2022-09-06,CONS_0533,Consumables,Low,SUP_CONS_003,714,32516.89,8,5,False,None,False
PO_000996,2024-11-10,MACH_0027,Machined_Parts,Medium,SUP_MACH_003,2,1081.65,24,34,True,Weather_Disruption,False
PO_000997,2023-10-01,ELEC_0191,Electronics_Components,Medium,SUP_ELEC_002,380,43927.17,58,90,False,Semiconductor_Shortage,False
PO_000998,2023-01-18,SHEE_0060,Sheet_Metal,Low,SUP_SHEET_001,85,3586.82,9,14,False,Chinese_New_Year,False
PO_000999,2024-04-01,ELEC_0230,Electronics_Components,Medium,SUP_ELEC_005,390,13481.06,39,45,False,Tariff_Impact,False
PO_001000,2024-04-26,ELEC_0128,Electronics_Components,Medium,SUP_ELEC_002,386,27025.95,75,74,False,None,False
PO_001001,2022-08-02,SHEE_0075,Sheet_Metal,Medium,SUP_SHEET_002,1,103.12,18,36,False,Semiconductor_Shortage,False
PO_001002,2022-08-16,CONS_0639,Consumables,High,SUP_CONS_001,747,24599.48,17,37,True,Semiconductor_Shortage,False
PO_001003,2024-02-11,FORG_0394,Forgings,High,SUP_FORG_001,2,838.35,144,185,True,Chinese_New_Year,False
PO_001004,2024-10-16,SHEE_0056,Sheet_Metal,High,SUP_SHEET_003,13,1488.01,25,18,True,None,True
PO_001005,2023-01-14,ELEC_0111,Electronics_Components,Medium,SUP_ELEC_003,80,2384.36,49,176,False,"Chinese_New_Year,Tariff_Impact,Semiconductor_Shortage",False
PO_001006,2022-01-26,CONS_0523,Consumables,Low,SUP_CONS_002,739,10442.49,7,11,False,Chinese_New_Year,False
PO_001007,2023-12-17,CONS_0512,Consumables,Medium,SUP_CONS_004,3719,13334.0,7,14,False,Semiconductor_Shortage,False
PO_001008,2024-12-01,LIGH_0413,Lights,Medium,SUP_LIGHT_001,41,10719.7,48,48,False,None,False
PO_001009,2022-05-08,ELEC_0197,Electronics_Components,High,SUP_ELEC_004,14,159.84,49,51,False,None,False
PO_001010,2024-06-15,FORG_0386,Forgings,Low,SUP_FORG_002,7,2604.53,66,53,True,None,False
PO_001011,2022-10-11,CONS_0589,Consumables,High,SUP_CONS_001,3707,252962.42,8,9,False,None,False
PO_001012,2023-06-25,ELEC_0128,Electronics_Components,Medium,SUP_ELEC_002,384,27607.0,75,71,True,None,False
PO_001013,2024-03-12,ELEC_0193,Electronics_Components,High,SUP_ELEC_005,146,22640.08,111,108,True,None,False
PO_001014,2023-05-29,ELEC_0101,Electronics_Components,Low,SUP_ELEC_003,15,381.32,28,27,True,None,False
PO_001015,2023-10-11,ASSE_0474,Assembled_Kits,Medium,SUP_ASSY_001,77,151724.73,137,257,False,Semiconductor_Shortage,False
PO_001016,2023-10-04,CONS_0553,Consumables,Medium,SUP_CONS_004,3782,86272.11,12,13,True,None,False
PO_001017,2023-10-31,SHEE_0099,Sheet_Metal,Medium,SUP_SHEET_001,40,4559.92,11,30,True,"Tariff_Impact,Semiconductor_Shortage",False
PO_001018,2023-09-16,ELEC_0214,Electronics_Components,Low,SUP_ELEC_001,17,156.98,32,54,True,Semiconductor_Shortage,True
PO_001019,2022-01-16,ASSE_0471,Assembled_Kits,Medium,SUP_ASSY_002,33,38201.01,161,386,False,"Weather_Disruption,Semiconductor_Shortage",True
PO_001020,2023-09-26,ASSE_0483,Assembled_Kits,Medium,SUP_ASSY_003,41,285390.23,107,93,False,None,True
PO_001021,2022-11-10,FORG_0369,Forgings,Medium,SUP_FORG_001,1,1287.9,72,154,True,Semiconductor_Shortage,False
PO_001022,2023-08-25,CAST_0338,Castings,Medium,SUP_CAST_001,36,28657.43,101,196,True,Semiconductor_Shortage,False
PO_001023,2023-06-18,ELEC_0119,Electronics_Components,Medium,SUP_ELEC_004,366,14390.99,45,82,True,Semiconductor_Shortage,True
PO_001024,2022-07-05,ASSE_0483,Assembled_Kits,Medium,SUP_ASSY_003,39,270601.99,107,221,False,Semiconductor_Shortage,True
PO_001025,2023-02-22,FORG_0355,Forgings,Low,SUP_FORG_002,6,4564.99,37,94,False,"Weather_Disruption,Semiconductor_Shortage",False
PO_001026,2024-02-20,ELEC_0141,Electronics_Components,Medium,SUP_ELEC_001,14,1251.62,83,105,False,Tariff_Impact,False
PO_001027,2023-03-25,SHEE_0053,Sheet_Metal,Low,SUP_SHEET_001,14,554.92,15,38,False,"Tariff_Impact,Semiconductor_Shortage",False
PO_001028,2023-09-01,ELEC_0154,Electronics_Components,Low,SUP_ELEC_004,13,1196.5,29,51,False,Semiconductor_Shortage,False
PO_001029,2023-09-11,CONS_0638,Consumables,Medium,SUP_CONS_003,741,8088.84,14,24,False,Semiconductor_Shortage,False
PO_001030,2024-03-09,CONS_0637,Consumables,Medium,SUP_CONS_003,3780,110030.17,5,7,False,Tariff_Impact,False
PO_001031,2023-02-15,ELEC_0219,Electronics_Components,High,SUP_ELEC_004,70,14095.42,94,452,True,"Chinese_New_Year,Weather_Disruption,Tariff_Impact,Semiconductor_Shortage",False
PO_001032,2023-06-20,CONS_0517,Consumables,Medium,SUP_CONS_003,772,52979.23,20,46,True,Semiconductor_Shortage,False
PO_001033,2024-08-20,LIGH_0408,Lights,Medium,SUP_LIGHT_001,72,21958.28,39,44,False,None,True
PO_001034,2023-11-01,CABL_0265,Cables,High,SUP_CABLE_002,3,604.93,48,77,False,Semiconductor_Shortage,False
PO_001035,2023-01-11,CAST_0344,Castings,Medium,SUP_CAST_001,14,9650.48,79,249,True,"Chinese_New_Year,Semiconductor_Shortage",True
PO_001036,2022-04-27,ELEC_0220,Electronics_Components,Low,SUP_ELEC_003,79,246.64,32,31,True,None,False
PO_001037,2023-08-29,CONS_0640,Consumables,High,SUP_CONS_002,1477,94815.24,23,48,True,Semiconductor_Shortage,False
PO_001038,2022-09-13,CONS_0576,Consumables,Medium,SUP_CONS_004,3713,181629.77,16,16,False,None,False
PO_001039,2023-08-01,ELEC_0161,Electronics_Components,Low,SUP_ELEC_002,148,9165.76,35,32,True,None,False
PO_001040,2024-10-16,CONS_0637,Consumables,Medium,SUP_CONS_003,3801,112167.43,5,4,True,None,False
PO_001041,2024-05-15,ASSE_0483,Assembled_Kits,Medium,SUP_ASSY_003,40,266388.69,107,101,False,None,True
PO_001042,2023-01-19,ASSE_0475,Assembled_Kits,Low,SUP_ASSY_003,1,3456.94,51,157,False,"Chinese_New_Year,Semiconductor_Shortage",False
PO_001043,2022-03-19,ELEC_0130,Electronics_Components,Low,SUP_ELEC_003,379,19148.87,53,109,True,Semiconductor_Shortage,False
PO_001044,2024-10-14,FORG_0396,Forgings,Low,SUP_FORG_001,1,729.31,75,72,False,None,False
PO_001045,2024-07-16,ELEC_0146,Electronics_Components,High,SUP_ELEC_003,40,7726.39,65,53,True,None,False
PO_001046,2023-09-24,CABL_0259,Cables,High,SUP_CABLE_001,78,2536.5,33,55,False,Semiconductor_Shortage,True
PO_001047,2024-06-13,ELEC_0232,Electronics_Components,Low,SUP_ELEC_005,72,7102.89,46,46,True,None,False
PO_001048,2023-06-30,CAST_0328,Castings,Medium,SUP_CAST_001,76,57487.95,46,62,False,None,True
PO_001049,2023-12-02,FORG_0366,Forgings,Medium,SUP_FORG_001,41,14648.55,97,111,True,Tariff_Impact,False
PO_001050,2023-02-15,CAST_0338,Castings,Medium,SUP_CAST_001,40,30614.69,101,210,True,Semiconductor_Shortage,False
PO_001051,2024-05-26,CONS_0675,Consumables,Low,SUP_CONS_002,759,35960.76,13,19,False,Tariff_Impact,False
PO_001052,2024-07-26,CONS_0538,Consumables,High,SUP_CONS_002,1505,8196.51,10,9,False,None,False
PO_001053,2023-05-07,FORG_0357,Forgings,Medium,SUP_FORG_002,42,59397.54,67,134,True,Semiconductor_Shortage,False
PO_001054,2024-10-23,LIGH_0437,Lights,Medium,SUP_LIGHT_001,2,412.8,49,43,True,None,False
PO_001055,2024-04-22,MACH_0044,Machined_Parts,Low,SUP_MACH_004,17,6100.06,17,15,False,None,False
PO_001056,2022-11-26,CAST_0303,Castings,Low,SUP_CAST_001,1,134.65,67,199,True,"Semiconductor_Shortage,Thanksgiving_Week",False
PO_001057,2023-12-27,CONS_0655,Consumables,Low,SUP_CONS_004,1468,72088.5,11,68,True,"Tariff_Impact,Semiconductor_Shortage,Christmas_Shutdown",False
PO_001058,2022-06-05,CONS_0594,Consumables,High,SUP_CONS_003,145,4958.11,16,35,True,Semiconductor_Shortage,False
PO_001059,2024-10-01,ASSE_0488,Assembled_Kits,Low,SUP_ASSY_003,1,3148.36,102,103,True,None,False
PO_001060,2022-03-02,CAST_0328,Castings,Medium,SUP_CAST_001,70,54847.74,46,82,True,Semiconductor_Shortage,True
PO_001061,2023-02-05,MACH_0023,Machined_Parts,Low,SUP_MACH_001,1,107.2,18,64,True,"Weather_Disruption,Tariff_Impact,Semiconductor_Shortage",False
PO_001062,2023-01-03,CONS_0619,Consumables,Low,SUP_CONS_001,781,6232.91,5,19,True,"Chinese_New_Year,Tariff_Impact,Semiconductor_Shortage",False
PO_001063,2022-04-29,CONS_0584,Consumables,Medium,SUP_CONS_003,1531,50399.65,11,15,True,None,False
PO_001064,2023-11-04,CONS_0582,Consumables,Medium,SUP_CONS_001,1489,58902.5,8,6,True,None,False
PO_001065,2022-09-19,MACH_0032,Machined_Parts,Low,SUP_MACH_002,15,4535.1,23,44,True,Semiconductor_Shortage,False
PO_001066,2024-12-20,ELEC_0207,Electronics_Components,Medium,SUP_ELEC_005,143,20868.29,37,60,True,Christmas_Shutdown,False
PO_001067,2024-02-29,CABL_0288,Cables,Medium,SUP_CABLE_002,2,377.75,27,52,True,"Chinese_New_Year,Tariff_Impact",True
PO_001068,2022-04-01,CONS_0580,Consumables,High,SUP_CONS_002,789,72878.48,17,33,True,Semiconductor_Shortage,False
PO_001069,2024-03-11,CONS_0547,Consumables,Medium,SUP_CONS_001,764,50664.37,9,8,False,None,False
PO_001070,2022-05-23,CONS_0673,Consumables,Medium,SUP_CONS_004,138,6325.03,14,11,True,None,False
PO_001071,2022-09-01,CONS_0513,Consumables,Low,SUP_CONS_002,3803,161121.96,13,29,True,Semiconductor_Shortage,False
PO_001072,2022-09-05,MACH_0011,Machined_Parts,High,SUP_MACH_001,39,26035.8,53,93,False,Semiconductor_Shortage,False
PO_001073,2023-10-24,CABL_0285,Cables,Medium,SUP_CABLE_001,5,249.44,32,50,True,Tariff_Impact,False
PO_001074,2022-12-06,CONS_0600,Consumables,High,SUP_CONS_002,148,8998.06,18,33,False,Semiconductor_Shortage,False
PO_001075,2024-05-01,SHEE_0055,Sheet_Metal,Low,SUP_SHEET_001,88,4271.78,14,15,False,None,False
PO_001076,2023-07-17,CONS_0592,Consumables,Low,SUP_CONS_001,162,2289.14,5,7,True,Tariff_Impact,False
PO_001077,2023-09-16,CABL_0287,Cables,Low,SUP_CABLE_001,7,663.3,23,50,True,Semiconductor_Shortage,False
PO_001078,2023-09-01,CONS_0677,Consumables,Medium,SUP_CONS_004,3750,139181.13,16,13,False,None,False
PO_001079,2024-02-24,CAST_0328,Castings,Medium,SUP_CAST_001,68,54315.17,46,52,False,Tariff_Impact,True
PO_001080,2022-07-02,ELEC_0149,Electronics_Components,Medium,SUP_ELEC_003,16,1001.7,70,86,True,None,False
PO_001081,2024-06-14,ELEC_0124,Electronics_Components,High,SUP_ELEC_004,365,45171.98,58,73,True,Tariff_Impact,False
PO_001082,2023-03-10,FORG_0383,Forgings,Low,SUP_FORG_001,31,5054.79,57,120,False,Semiconductor_Shortage,False
PO_001083,2022-07-29,ASSE_0487,Assembled_Kits,Medium,SUP_ASSY_001,37,277779.94,75,131,False,Semiconductor_Shortage,False
PO_001084,2024-02-11,LIGH_0428,Lights,High,SUP_LIGHT_003,3,1642.49,73,138,False,Chinese_New_Year,True
PO_001085,2022-01-10,SHEE_0070,Sheet_Metal,Low,SUP_SHEET_002,7,972.48,12,15,True,Weather_Disruption,False
PO_001086,2023-09-11,CONS_0685,Consumables,High,SUP_CONS_003,742,40848.87,23,24,False,None,False
PO_001087,2022-12-14,CONS_0508,Consumables,High,SUP_CONS_003,153,4992.43,21,44,True,Semiconductor_Shortage,True
PO_001088,2023-02-26,ELEC_0111,Electronics_Components,Medium,SUP_ELEC_003,75,2207.65,49,80,False,"Chinese_New_Year,Tariff_Impact",False
PO_001089,2024-01-12,ELEC_0178,Electronics_Components,Low,SUP_ELEC_002,71,2491.32,46,86,False,"Chinese_New_Year,Tariff_Impact",False
PO_001090,2022-01-15,CAST_0309,Castings,Low,SUP_CAST_002,83,43397.59,33,62,True,Semiconductor_Shortage,False
PO_001091,2024-12-19,ASSE_0466,Assembled_Kits,High,SUP_ASSY_001,12,15807.62,84,149,False,Christmas_Shutdown,False
PO_001092,2024-01-21,SHEE_0062,Sheet_Metal,Medium,SUP_SHEET_002,69,5443.63,13,17,False,Chinese_New_Year,True
PO_001093,2023-06-09,LIGH_0422,Lights,Medium,SUP_LIGHT_002,1,252.73,56,137,False,"Tariff_Impact,Semiconductor_Shortage",False
PO_001094,2023-12-18,CONS_0591,Consumables,High,SUP_CONS_004,3727,299210.1,12,29,False,"Tariff_Impact,Christmas_Shutdown",False
PO_001095,2024-07-09,LIGH_0428,Lights,High,SUP_LIGHT_003,2,1137.45,73,76,False,None,True
PO_001096,2023-05-23,ASSE_0478,Assembled_Kits,Medium,SUP_ASSY_002,5,16612.07,81,166,False,Semiconductor_Shortage,False
PO_001097,2023-11-09,LIGH_0438,Lights,Medium,SUP_LIGHT_003,18,2321.95,37,33,False,None,False
PO_001098,2024-05-15,LIGH_0450,Lights,Medium,SUP_LIGHT_002,7,2717.97,39,52,True,Tariff_Impact,False
PO_001099,2022-11-27,ELEC_0145,Electronics_Components,Low,SUP_ELEC_003,40,2294.84,40,146,True,"Weather_Disruption,Semiconductor_Shortage,Thanksgiving_Week",False
PO_001100,2024-12-30,CONS_0601,Consumables,Medium,SUP_CONS_002,3767,121387.48,16,27,False,Weather_Disruption,False
PO_001101,2022-05-02,CONS_0646,Consumables,Medium,SUP_CONS_001,379,25755.63,19,41,True,Semiconductor_Shortage,False
PO_001102,2022-06-01,ELEC_0239,Electronics_Components,High,SUP_ELEC_003,78,9553.17,96,182,True,Semiconductor_Shortage,False
PO_001103,2024-05-31,CAST_0336,Castings,Low,SUP_CAST_002,41,18219.18,66,55,False,None,True
PO_001104,2024-07-26,MACH_0042,Machined_Parts,Medium,SUP_MACH_003,79,34302.3,34,37,True,None,False
PO_001105,2024-06-22,ELEC_0162,Electronics_Components,Medium,SUP_ELEC_005,84,7141.01,44,36,False,None,False
PO_001106,2022-08-08,FORG_0394,Forgings,High,SUP_FORG_001,2,774.3,144,119,True,None,False
PO_001107,2023-12-31,LIGH_0414,Lights,Low,SUP_LIGHT_003,39,1771.7,39,88,True,"Tariff_Impact,Christmas_Shutdown",False
PO_001108,2023-10-09,CONS_0507,Consumables,Medium,SUP_CONS_003,727,51367.83,7,7,False,None,False
PO_001109,2024-04-04,LIGH_0447,Lights,Low,SUP_LIGHT_002,34,4036.26,27,27,True,None,False
PO_001110,2022-01-08,CONS_0577,Consumables,High,SUP_CONS_001,157,829.78,26,78,False,"Chinese_New_Year,Semiconductor_Shortage",True
PO_001111,2023-03-24,CONS_0587,Consumables,Medium,SUP_CONS_002,154,4979.59,15,46,True,"Tariff_Impact,Semiconductor_Shortage",False
PO_001112,2024-06-07,CONS_0532,Consumables,Low,SUP_CONS_002,1502,22623.4,9,8,True,None,True
PO_001113,2024-06-25,ELEC_0220,Electronics_Components,Low,SUP_ELEC_003,75,246.53,32,27,False,None,False
PO_001114,2024-10-30,LIGH_0423,Lights,High,SUP_LIGHT_001,71,14735.77,53,43,True,None,False
PO_001115,2024-05-01,FORG_0372,Forgings,High,SUP_FORG_001,1,863.67,151,140,False,None,False
PO_001116,2023-03-07,ELEC_0217,Electronics_Components,Low,SUP_ELEC_004,18,1356.57,54,158,False,"Tariff_Impact,Semiconductor_Shortage",True
PO_001117,2022-06-09,ELEC_0205,Electronics_Components,High,SUP_ELEC_001,17,3356.37,102,209,False,Semiconductor_Shortage,False
PO_001118,2023-06-19,ELEC_0192,Electronics_Components,Medium,SUP_ELEC_005,74,5223.66,83,204,False,Semiconductor_Shortage,False
PO_001119,2024-12-01,FORG_0385,Forgings,Medium,SUP_FORG_002,33,13259.38,66,65,True,None,False
PO_001120,2022-11-28,CABL_0296,Cables,Medium,SUP_CABLE_002,39,2113.02,22,39,True,Semiconductor_Shortage,False
PO_001121,2023-08-08,ELEC_0134,Electronics_Components,High,SUP_ELEC_002,17,430.08,93,202,False,Semiconductor_Shortage,False
PO_001122,2024-05-02,FORG_0368,Forgings,Low,SUP_FORG_002,8,2670.91,79,98,False,Tariff_Impact,False
PO_001123,2023-08-23,CAST_0339,Castings,Medium,SUP_CAST_002,7,860.38,104,325,False,"Tariff_Impact,Semiconductor_Shortage",False
PO_001124,2023-10-18,CABL_0300,Cables,Low,SUP_CABLE_001,72,4635.39,17,25,True,Tariff_Impact,False
PO_001125,2022-01-11,ASSE_0467,Assembled_Kits,Medium,SUP_ASSY_001,77,62813.76,63,133,False,Semiconductor_Shortage,False
PO_001126,2023-07-09,FORG_0366,Forgings,Medium,SUP_FORG_001,34,12264.47,97,210,True,Semiconductor_Shortage,False
PO_001127,2022-08-18,CABL_0283,Cables,High,SUP_CABLE_001,2,270.54,31,41,False,None,False
PO_001128,2022-02-04,MACH_0003,Machined_Parts,Low,SUP_MACH_004,6,3049.82,25,116,False,"Chinese_New_Year,Weather_Disruption,Semiconductor_Shortage",False
PO_001129,2023-06-28,FORG_0351,Forgings,High,SUP_FORG_002,5,5414.67,119,182,True,Tariff_Impact,False
PO_001130,2023-07-09,LIGH_0422,Lights,Medium,SUP_LIGHT_002,1,262.46,56,50,True,None,False
PO_001131,2023-12-03,CONS_0629,Consumables,High,SUP_CONS_004,146,9290.55,24,97,False,"Weather_Disruption,Tariff_Impact,Semiconductor_Shortage",False
PO_001132,2022-01-31,CONS_0630,Consumables,Medium,SUP_CONS_002,3750,214089.27,11,35,False,"Chinese_New_Year,Semiconductor_Shortage",True
PO_001133,2023-03-27,CAST_0312,Castings,High,SUP_CAST_001,72,40980.54,127,154,False,None,False
PO_001134,2024-07-21,MACH_0013,Machined_Parts,Medium,SUP_MACH_001,1,163.08,37,30,False,None,False
PO_001135,2023-06-27,SHEE_0076,Sheet_Metal,Low,SUP_SHEET_001,49,3834.12,8,18,True,Semiconductor_Shortage,False
PO_001136,2022-07-19,ELEC_0114,Electronics_Components,High,SUP_ELEC_001,76,2166.39,65,146,True,Semiconductor_Shortage,True
PO_001137,2024-07-21,CONS_0514,Consumables,Low,SUP_CONS_004,774,36104.56,5,4,False,None,False
PO_001138,2022-04-20,SHEE_0055,Sheet_Metal,Low,SUP_SHEET_001,79,3676.35,14,12,True,None,False
PO_001139,2023-01-14,SHEE_0067,Sheet_Metal,Medium,SUP_SHEET_001,16,4154.05,24,63,False,"Chinese_New_Year,Semiconductor_Shortage",False
PO_001140,2023-04-22,CABL_0297,Cables,High,SUP_CABLE_002,38,5523.09,42,86,False,Semiconductor_Shortage,False
PO_001141,2024-10-12,LIGH_0424,Lights,Low,SUP_LIGHT_001,76,2543.33,21,22,False,None,False
PO_001142,2022-04-08,MACH_0039,Machined_Parts,Medium,SUP_MACH_001,3,936.22,40,40,True,None,False
PO_001143,2023-05-25,CONS_0590,Consumables,Low,SUP_CONS_001,3744,94990.42,8,7,True,None,False
PO_001144,2024-05-24,CONS_0507,Consumables,Medium,SUP_CONS_003,747,48372.3,7,7,False,None,False
PO_001145,2024-09-08,SHEE_0061,Sheet_Metal,Medium,SUP_SHEET_003,76,15249.58,19,19,True,None,True
PO_001146,2022-02-21,MACH_0033,Machined_Parts,Low,SUP_MACH_004,2,647.73,16,31,False,Semiconductor_Shortage,False
PO_001147,2023-12-18,FORG_0393,Forgings,Low,SUP_FORG_001,34,14813.37,82,465,False,"Tariff_Impact,Semiconductor_Shortage,Christmas_Shutdown",False
PO_001148,2023-09-24,CONS_0512,Consumables,Medium,SUP_CONS_004,3762,13389.76,7,7,True,None,False
PO_001149,2024-09-09,FORG_0394,Forgings,High,SUP_FORG_001,2,768.79,144,165,False,None,False
PO_001150,2024-01-06,ELEC_0161,Electronics_Components,Low,SUP_ELEC_002,138,8864.16,35,55,True,Chinese_New_Year,False
PO_001151,2023-09-06,CONS_0670,Consumables,Medium,SUP_CONS_002,746,8037.61,10,22,True,Semiconductor_Shortage,False
PO_001152,2022-07-14,ELEC_0236,Electronics_Components,Low,SUP_ELEC_002,38,3033.13,33,27,True,None,False
PO_001153,2024-11-26,CABL_0274,Cables,Medium,SUP_CABLE_001,18,2518.9,35,37,True,None,False
PO_001154,2022-09-30,ASSE_0472,Assembled_Kits,Low,SUP_ASSY_002,35,78182.64,65,152,True,Semiconductor_Shortage,False
PO_001155,2022-06-29,ELEC_0207,Electronics_Components,Medium,SUP_ELEC_005,140,20031.08,37,34,False,None,False
PO_001156,2022-02-14,ASSE_0452,Assembled_Kits,Medium,SUP_ASSY_003,70,202838.54,130,175,True,Chinese_New_Year,False
PO_001157,2024-07-02,ELEC_0133,Electronics_Components,Medium,SUP_ELEC_005,11,1049.31,73,83,False,None,False
PO_001158,2022-01-26,CONS_0519,Consumables,Medium,SUP_CONS_002,377,22362.2,20,42,True,Semiconductor_Shortage,False
PO_001159,2022-09-20,CONS_0665,Consumables,Medium,SUP_CONS_003,1489,13054.98,17,15,False,None,False
PO_001160,2022-03-20,SHEE_0100,Sheet_Metal,Medium,SUP_SHEET_001,63,17644.78,22,50,True,Semiconductor_Shortage,False
PO_001161,2023-03-18,SHEE_0084,Sheet_Metal,Low,SUP_SHEET_002,35,6694.83,15,30,False,"Tariff_Impact,Semiconductor_Shortage",False
PO_001162,2022-06-25,CONS_0593,Consumables,Low,SUP_CONS_002,157,6210.05,6,10,False,Semiconductor_Shortage,False
